Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4804335,5.4757433,5.4715843,5.4681768,5.46506929999999,5.4620891,5.4592109,5.4557443,5.45264819999999,5.45057629999999,5.4487081,5.4465165,5.4447098,5.44222159999999,5.43926909999999,5.4366164,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.2590265,6.17974569999999,6.0970931,6.02000859999999,5.94333169999999,5.87612389999999,5.81331159999999,5.7542524,5.6944599,5.63627769999999,5.57593539999999,5.52565379999999,5.4786348,5.44053219999999,5.4059653,5.3733959,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.25761029999999,4.9752498,4.77106619999999,4.63676789999999,4.5640507,4.5446014,4.57011029999999,4.63230179999999,4.7228551,4.8334317,4.9557753,5.0815549,5.20249649999999,5.3102713,5.39655069999999,5.45307639999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.7585659999999,18.638306,18.5195159999999,18.407778,18.295055,18.2099699999999,18.128332,18.039625,17.9415699999999,17.857592,17.749977,17.636122,17.539501,17.4468989999999,17.361732,17.2846699999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.6668209999999,16.2930579999999,15.952234,15.6538749999999,15.401305,15.164915,14.9543149999999,14.7962469999999,14.628863,14.4969959999999,14.370187,14.2540739999999,14.136127,14.022202,13.92365,13.8186529999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.863606,13.713245,13.571569,13.438138,13.3138229999999,13.211085,13.094142,12.992965,12.883639,12.791313,12.704338,12.62135,12.5402609999999,12.456787,12.3717089999999,12.303469,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4746489999999,16.3501,16.230661,16.118155,16.0236449999999,15.9537999999999,15.907119,15.873366,15.849688,15.835032,15.804508,15.7508269999999,15.70071,15.6404359999999,15.5780809999999,15.525137,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.16243,26.697001,26.246759,25.817543,25.404219,25.0228159999999,24.6382179999999,24.278379,23.9193339999999,23.561062,23.2204669999999,22.878691,22.58349,22.301907,22.0511589999999,21.8131279999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.08852819999999,6.8559899,6.6656075,6.51326319999999,6.39483499999999,6.3061881,6.24319549999999,6.2017536,6.17772439999999,6.1669526,6.1653566,6.1687846,6.173141,6.17427969999999,6.16805119999999,6.15037159999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5548902,6.3798623,6.2420263,6.1366858,6.0591397,6.00467589999999,5.96858839999999,5.94619319999999,5.9327755,5.923605,5.91401619999999,5.8992825,5.87472529999999,5.8356233,5.7772512,5.69494149999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.53167,11.460374,11.39087,11.321228,11.237703,11.162175,11.091676,11.0243059999999,10.975153,10.916797,10.874535,10.829309,10.787143,10.75,10.712084,10.669083,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8823004,8.85391519999999,8.82267949999999,8.79056169999999,8.7595358,8.73156069999999,8.7086077,8.69265459999999,8.6856632,8.68958089999999,8.7064085,8.7380905,8.78661819999999,8.85394759999999,8.942028,9.0528536,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.93630169999999,4.9706922,4.99332569999999,5.0047917,5.00568629999999,4.9965954,4.97811369999999,4.95083379999999,4.91534609999999,4.8722339,4.8221011,4.76552959999999,4.70312019999999,4.63545989999999,4.56313179999999,4.48673729999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9266,10.8548659999999,10.80239,10.750111,10.71141,10.673476,10.650839,10.620073,10.6055189999999,10.586817,10.577754,10.571669,10.563266,10.555006,10.547615,10.536337,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6202229999999,10.574797,10.537915,10.500078,10.453405,10.4156479999999,10.379609,10.346107,10.311797,10.278739,10.240644,10.210512,10.1809239999999,10.146372,10.118183,10.087104,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.60451409999999,8.5689516,8.5272331,8.49007699999999,8.45232299999999,8.417676,8.37840839999999,8.3446856,8.3110447,8.2732592,8.2407389,8.2123404,8.1830177,8.1562233,8.1227388,8.0900145,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.13259,10.0492849999999,9.9769783,9.90399739999999,9.8450184,9.79692359999999,9.7434063,9.6979418,9.6529684,9.6124954,9.57691669999999,9.5420952,9.5036287,9.46674819999999,9.43402099999999,9.4036293,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.542921,21.4397489999999,21.335474,21.227726,21.128098,21.036266,20.934996,20.841633,20.741114,20.6447509999999,20.561195,20.492342,20.411337,20.326843,20.237776,20.147881,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.68607279999999,5.83690789999999,5.9319768,5.97973439999999,5.9886518,5.9671874,5.9238124,5.8669801,5.80515999999999,5.7468157,5.7004123,5.674407,5.6772676,5.71746019999999,5.8034458,5.94368409999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.41130919999999,7.39760449999999,7.41237969999999,7.4527922,7.51599929999999,7.59914589999999,7.6993852,7.81388429999999,7.9397883,8.07422829999999,8.21438979999999,8.35740569999999,8.5004501,8.6406641,8.77518079999999,8.9011831,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.0815163,8.93551919999999,8.78798869999999,8.640233,8.49356079999999,8.34926699999999,8.2086582,8.07304949999999,7.94374079999999,7.82200909999999,7.70919699999999,7.6065822,7.51549669999999,7.4372292,7.37306069999999,7.32432939999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8014097,8.79068089999999,8.77530379999999,8.7492809,8.7065601,8.6487551,8.5769091,8.49912169999999,8.42402839999999,8.36618799999999,8.32071209999999,8.2840567,8.25479699999999,8.2294636,8.2057838,8.1845531,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.35667609999999,6.8273225,6.4257035,6.13640589999999,5.94399069999999,5.8330088,5.788013,5.7936144,5.83434869999999,5.8947244,5.9593825,6.0128431,6.0397191,6.0245328,5.95180989999999,5.80618669999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.33095,10.118456,9.8780994,9.63703729999999,9.3953562,9.17652419999999,8.9906216,8.8292093,8.68439479999999,8.55131629999999,8.4226933,8.29076189999999,8.16410349999999,8.0491018,7.95425939999999,7.87070039999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.27897449999999,3.27457449999999,3.27105239999999,3.26841159999999,3.2662182,3.2641132,3.2624192,3.2607265,3.2591918,3.2588184,3.25950169999999,3.26042649999999,3.2615981,3.2620873,3.26139279999999,3.2604332,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.21993159999999,7.1717753,7.12295389999999,7.07252599999999,7.02779289999999,6.9781041,6.92701719999999,6.8862176,6.8420424,6.8021998,6.76334139999999,6.7272201,6.6932282,6.660038,6.6304207,6.59841199999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.953526,21.728365,21.459381,21.170517,20.8709069999999,20.5728399999999,20.2920529999999,20.021151,19.7525289999999,19.5146079999999,19.2928999999999,19.079685,18.885748,18.7240919999999,18.587257,18.459738,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7289028,4.71576359999999,4.69697899999999,4.6700201,4.6413465,4.6182656,4.6017127,4.589654,4.5810947,4.5750012,4.56800789999999,4.5600762,4.5529165,4.5467062,4.54080339999999,4.53436419999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.0084333,9.40727329999999,9.73066619999999,9.98871899999999,10.191558,10.349295,10.472061,10.569957,10.653111,10.731643,10.815669,10.915304,11.0406669999999,11.2018819999999,11.4090659999999,11.672328,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.196304,17.0534989999999,16.887865,16.7395549999999,16.583561,16.415361,16.211731,16.0069599999999,15.7808119999999,15.5524819999999,15.339333,15.138069,14.940829,14.750378,14.568686,14.4151,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.78972049999999,9.77324959999999,9.7580986,9.74239159999999,9.72564889999999,9.7107182,9.6965876,9.68423559999999,9.6777058,9.6751661,9.66616059999999,9.6571007,9.6506977,9.6449242,9.64023399999999,9.6355581,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.8497481,6.82912639999999,6.86695429999999,6.952085,7.0733638,7.2196274,7.37971739999999,7.5424981,7.6968021,7.83144759999999,7.93531609999999,7.99723049999999,8.0060587,7.9506283,7.8197622,7.6023402,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62380309999999,5.7229104,5.81111239999999,5.8888102,5.95640989999999,6.01430889999999,6.06291389999999,6.10262779999999,6.133852,6.1569805,6.1724296,6.1805906,6.18187619999999,6.17668489999999,6.1654105,6.1484652,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0065849999999,14.937269,14.858252,14.781919,14.720313,14.643753,14.565262,14.4915819999999,14.425127,14.370346,14.332271,14.295928,14.272092,14.247887,14.231211,14.205164,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.998126,7.15842959999999,7.3059101,7.44104529999999,7.56432099999999,7.67621179999999,7.7772031,7.867775,7.94840859999999,8.01957419999999,8.081768,8.13545889999999,8.181138,8.2192822,8.2503624,8.274869,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3436069999999,16.657215,16.9043409999999,17.0889719999999,17.215132,17.2868059999999,17.308012,17.2827449999999,17.215017,17.1088099999999,16.968157,16.797035,16.5994719999999,16.379465,16.140995,15.888087,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.010807,15.8749129999999,15.7544869999999,15.636357,15.532171,15.433471,15.339912,15.236616,15.154076,15.068089,14.996184,14.918627,14.8501379999999,14.777708,14.711767,14.658528,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4580073,4.3153028,4.23770329999999,4.2104058,4.2185965,4.2474537,4.2821603,4.3079247,4.3099194,4.2733049,4.18330429999999,4.02508309999999,3.78385039999999,3.4447744,2.99302199999999,2.41381429999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.02433969999999,6.0786176,6.1358752,6.1946244,6.25338029999999,6.31064799999999,6.3649426,6.41478009999999,6.4586692,6.4951081,6.5226283,6.53972819999999,6.5449324,6.5367451,6.51366659999999,6.47422499999999,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.15574689999999,6.0962005,6.0382328,5.9848328,5.9223862,5.8738127,5.836185,5.8101149,5.7808814,5.7579069,5.7326946,5.7117233,5.6851621,5.6663861,5.6458969,5.6252947,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.430785,12.259432,12.089343,11.914978,11.747057,11.5897469999999,11.4381249999999,11.287991,11.156034,11.031548,10.921739,10.822843,10.730828,10.648099,10.57062,10.496649,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.544964,12.901992,12.373392,11.9473299999999,11.611952,11.355383,11.165758,11.031275,10.940045,10.880145,10.839815,10.80714,10.770332,10.717484,10.636685,10.516175,..,..,..,..,..,..,..
